year,fage,fsize,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1979,g) 6 to 10,g) 1000 to 2499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,g) 6 to 10,h) 2500 to 4999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,g) 6 to 10,i) 5000 to 9999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,g) 6 to 10,j) 10000+,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,h) 11 to 15,a) 1 to 4,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,h) 11 to 15,b) 5 to 9,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,h) 11 to 15,c) 10 to 19,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,h) 11 to 15,d) 20 to 99,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,h) 11 to 15,e) 100 to 499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,h) 11 to 15,f) 500 to 999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,h) 11 to 15,g) 1000 to 2499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,h) 11 to 15,h) 2500 to 4999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,h) 11 to 15,i) 5000 to 9999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,h) 11 to 15,j) 10000+,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,i) 16 to 20,a) 1 to 4,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,i) 16 to 20,b) 5 to 9,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,i) 16 to 20,c) 10 to 19,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,i) 16 to 20,d) 20 to 99,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,i) 16 to 20,e) 100 to 499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,i) 16 to 20,f) 500 to 999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,i) 16 to 20,g) 1000 to 2499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,i) 16 to 20,h) 2500 to 4999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,i) 16 to 20,i) 5000 to 9999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,i) 16 to 20,j) 10000+,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,j) 21 to 25,a) 1 to 4,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,j) 21 to 25,b) 5 to 9,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,j) 21 to 25,c) 10 to 19,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,j) 21 to 25,d) 20 to 99,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,j) 21 to 25,e) 100 to 499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,j) 21 to 25,f) 500 to 999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,j) 21 to 25,g) 1000 to 2499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,j) 21 to 25,h) 2500 to 4999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,j) 21 to 25,i) 5000 to 9999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,j) 21 to 25,j) 10000+,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,k) 26+,a) 1 to 4,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,k) 26+,b) 5 to 9,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,k) 26+,c) 10 to 19,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,k) 26+,d) 20 to 99,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,k) 26+,e) 100 to 499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,k) 26+,f) 500 to 999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,k) 26+,g) 1000 to 2499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,k) 26+,h) 2500 to 4999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,k) 26+,i) 5000 to 9999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,k) 26+,j) 10000+,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1979,l) Left Censored,a) 1 to 4,1299824,1304579,3112492,3305184,44784,3.266,178178,12.994,540596,103175,437421,3.122,16.356,926929,496071,430858,15.009,28.045,-386333,-11.689,32.712,139866,140794,394283
1979,l) Left Censored,b) 5 to 9,549633,565792,3824555,3864307,5044,0.880,19829,3.459,607028,42279,564750,1.094,15.709,687947,223651,464296,5.788,17.803,-80919,-2.094,31.417,13069,13979,172832
1979,l) Left Censored,c) 10 to 19,346330,380804,4865260,4847397,4755,1.238,11190,2.914,735618,47062,688556,0.971,15.176,699934,200751,499183,4.141,14.439,35684,0.736,28.879,5552,6310,148501
1979,l) Left Censored,d) 20 to 99,291234,409833,11869197,11674719,13482,3.285,14565,3.549,1816973,183252,1633721,1.570,15.563,1425898,385362,1040536,3.301,12.214,391075,3.350,24.427,3114,4048,226165
1979,l) Left Censored,e) 100 to 499,46317,168515,9066832,8875501,13978,8.374,10801,6.471,1470081,315369,1154712,3.553,16.563,1086294,341474,744820,3.847,12.239,383787,4.324,24.478,237,583,77827
1979,l) Left Censored,f) 500 to 999,5515,52931,3422211,3358598,5327,10.117,4768,9.056,518392,149413,368979,4.449,15.435,389429,141731,247698,4.220,11.595,128963,3.840,23.190,13,123,13174
1979,l) Left Censored,g) 1000 to 2499,3353,68269,4422180,4298786,8301,12.411,5530,8.268,686803,240737,446066,5.600,15.977,443034,183819,259215,4.276,10.306,243769,5.671,20.612,5,17,8135
1979,l) Left Censored,h) 2500 to 4999,1355,52176,3329387,3208479,8170,16.203,4666,9.254,586215,243697,342518,7.595,18.271,346895,143272,203623,4.465,10.812,239320,7.459,21.624,(D),(D),(D)
1979,l) Left Censored,i) 5000 to 9999,795,55332,3839048,3733426,5648,10.390,3704,6.814,601570,202352,399218,5.420,16.113,391595,125046,266549,3.349,10.489,209975,5.624,20.978,(D),(D),(D)
1979,l) Left Censored,j) 10000+,674,229256,18331153,17972690,24244,10.718,18137,8.018,2507404,763059,1744345,4.246,13.951,1775595,572413,1203182,3.185,9.879,731809,4.072,19.759,0,0,0
1980,a) 0,a) 1 to 4,382475,383871,1006601,503304,383871,199.998,0,0,1006599,1006599,0,199.998,199.998,0,0,0,0,0,1006589,199.996,0,0,0,0
1980,a) 0,b) 5 to 9,29114,30063,382382,191191,30063,200.000,0,0,382382,382382,0,200.000,200.000,0,0,0,0,0,382382,200.000,0,0,0,0
1980,a) 0,c) 10 to 19,11151,11952,298528,149264,11952,200.000,0,0,298528,298528,0,200.000,200.000,0,0,0,0,0,298528,200.000,0,0,0,0
1980,a) 0,d) 20 to 99,5610,6899,389598,194799,6899,200.000,0,0,389598,389598,0,200.000,200.000,0,0,0,0,0,389598,200.000,0,0,0,0
1980,a) 0,e) 100 to 499,338,867,114955,57478,867,200.000,0,0,114955,114955,0,200.000,200.000,0,0,0,0,0,114955,200.000,0,0,0,0
1980,a) 0,f) 500 to 999,14,152,17458,8729,152,200.000,0,0,17458,17458,0,200.000,200.000,0,0,0,0,0,17458,200.000,0,0,0,0
1980,a) 0,g) 1000 to 2499,10,213,29579,14790,213,200.000,0,0,29579,29579,0,200.000,200.000,0,0,0,0,0,29579,200.000,0,0,0,0
1980,a) 0,h) 2500 to 4999,(D),(D),(D),(D),(D),(D),0,0,(D),(D),0,(D),(D),0,0,0,0,0,(D),(D),0,0,0,0
1980,a) 0,i) 5000 to 9999,(D),(D),(D),(D),(D),(D),0,0,(D),(D),0,(D),(D),0,0,0,0,0,(D),(D),0,0,0,0
1980,a) 0,j) 10000+,0,0,0,0,0,,0,0,0,0,0,.,.,0,0,0,0,0,0,.,0,0,0,0
1980,b) 1,a) 1 to 4,238206,238886,531719,642334,468,0.158,113591,38.447,137281,967,136314,0.151,21.372,352675,264650,88025,41.201,54.905,-215394,-33.533,42.744,91637,91696,215441
1980,b) 1,b) 5 to 9,56008,56888,395281,417214,251,0.419,6407,10.684,115636,1201,114435,0.288,27.716,159573,82928,76645,19.877,38.247,-43937,-10.531,55.432,5270,5297,68988
1980,b) 1,c) 10 to 19,26399,27430,379778,384416,274,0.964,2247,7.907,111236,1970,109266,0.512,28.936,120405,57953,62452,15.076,31.322,-9169,-2.385,57.873,1802,1838,48035
1980,b) 1,d) 20 to 99,14970,16741,587479,576078,346,2.020,1129,6.590,181227,6936,174291,1.204,31.459,158573,71837,86736,12.470,27.526,22654,3.932,55.053,778,816,55180
1980,b) 1,e) 100 to 499,1024,1806,194156,186068,157,8.744,136,7.574,60957,7324,53633,3.936,32.761,44794,18825,25969,10.117,24.074,16163,8.687,48.148,35,47,11369
1980,b) 1,f) 500 to 999,51,171,33717,30961,38,24.756,3,1.954,10124,2347,7777,7.581,32.700,4752,501,4251,1.618,15.349,5372,17.351,30.697,0,0,0
1980,b) 1,g) 1000 to 2499,31,142,36501,34608,13,9.559,(D),(D),7668,1005,6663,2.904,22.157,3914,(D),3794,(D),11.310,3754,10.847,22.619,0,0,0
1980,b) 1,h) 2500 to 4999,10,100,9091,9535,10,10.309,(D),(D),650,414,236,4.342,6.817,1480,(D),958,(D),15.522,-830,-8.705,13.634,0,0,0
1980,b) 1,i) 5000 to 9999,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),0,0,0
1980,b) 1,j) 10000+,4,5,1010,505,5,200.000,0,0.000,1010,1010,0,200.000,200.000,0,0,0,0.000,0.000,1010,200.000,0.000,0,0,0
1980,c) 2,a) 1 to 4,196033,196656,438121,505038,11188,5.061,60025,27.151,103005,26362,76643,5.220,20.395,236549,155626,80923,30.815,46.838,-133544,-26.442,40.791,47210,47311,124187
1980,c) 2,b) 5 to 9,55343,56560,375246,402506,915,1.563,4897,8.364,83216,9282,73934,2.306,20.675,137648,61591,76057,15.302,34.198,-54432,-13.523,41.349,3761,3815,49574
1980,c) 2,c) 10 to 19,27497,29252,375060,395358,433,1.440,2087,6.938,80821,6811,74010,1.723,20.442,121511,49869,71642,12.614,30.734,-40690,-10.292,40.885,1498,1559,39966
1980,c) 2,d) 20 to 99,17025,20416,647585,665482,615,2.962,1310,6.309,143883,15258,128625,2.293,21.621,179206,63495,115711,9.541,26.929,-35323,-5.308,43.242,668,770,46776
1980,c) 2,e) 100 to 499,1389,3021,248025,247969,376,12.877,174,5.959,59971,13748,46223,5.544,24.185,60283,19618,40665,7.911,24.311,-312,-0.126,48.370,32,44,11181
1980,c) 2,f) 500 to 999,72,316,37554,38928,63,20.758,38,12.521,6163,2818,3345,7.239,15.832,9202,1738,7464,4.465,23.639,-3039,-7.807,31.664,0,0,0
1980,c) 2,g) 1000 to 2499,29,737,33226,35286,128,18.865,11,1.621,6720,2302,4418,6.524,19.044,11029,4120,6909,11.676,31.256,-4309,-12.212,38.089,0,0,0
1980,c) 2,h) 2500 to 4999,5,34,13871,13580,(D),(D),(D),(D),656,(D),567,(D),4.831,63,(D),59,(D),0.464,593,4.367,0.928,0,0,0
1980,c) 2,i) 5000 to 9999,3,3,163,83,(D),(D),0,0.000,163,(D),(D),(D),197.576,0,0,(D),0.000,0.000,163,197.576,0.000,0,0,0
1980,c) 2,j) 10000+,7,42,1537,1390,13,36.111,(D),(D),569,458,(D),32.961,40.950,291,(D),(D),(D),20.943,278,20.007,41.886,0,0,0
1980,d) 3,a) 1 to 4,168748,169341,379127,426799,10100,5.460,41377,22.368,81319,22700,58619,5.319,19.053,177425,107797,69628,25.257,41.571,-96106,-22.518,38.106,32413,32518,85281
1980,d) 3,b) 5 to 9,51922,53235,349476,371240,928,1.701,3562,6.530,67678,8414,59264,2.266,18.230,111263,43920,67343,11.831,29.971,-43585,-11.740,36.461,2605,2712,34484
1980,d) 3,c) 10 to 19,27113,29357,368219,384365,579,1.936,1674,5.598,70919,6804,64115,1.770,18.451,103130,37373,65757,9.723,26.831,-32211,-8.380,36.902,1084,1162,29516
1980,d) 3,d) 20 to 99,17308,22014,650068,662197,787,3.554,1050,4.741,126368,14682,111686,2.217,19.083,150948,45689,105259,6.900,22.795,-24580,-3.712,38.166,474,572,33672
1980,d) 3,e) 100 to 499,1574,4066,283249,281744,369,9.219,242,6.046,59769,12637,47132,4.485,21.214,57018,16345,40673,5.801,20.238,2751,0.976,40.475,20,78,6321
1980,d) 3,f) 500 to 999,96,701,57617,56942,141,21.946,24,3.735,12497,4735,7762,8.315,21.947,11084,1929,9155,3.388,19.465,1413,2.481,38.931,0,0,0
1980,d) 3,g) 1000 to 2499,31,833,40132,35936,72,8.348,131,15.188,12878,3296,9582,9.172,35.836,4337,762,3575,2.120,12.069,8541,23.768,24.138,0,0,0
1980,d) 3,h) 2500 to 4999,5,169,11865,10656,41,27.063,(D),(D),3591,290,3301,2.722,33.701,905,(D),479,(D),8.493,2686,25.208,16.987,0,0,0
1980,d) 3,i) 5000 to 9999,5,27,7275,6539,19,108.571,0,0.000,2196,2066,(D),31.595,33.583,705,0,(D),0.000,10.781,1491,22.802,21.563,0,0,0
1980,d) 3,j) 10000+,5,85,14022,14975,11,13.665,(D),(D),1330,611,(D),4.080,8.882,3207,(D),(D),(D),21.416,-1877,-12.535,17.764,0,0,0
1980,e) 4,a) 1 to 4,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,e) 4,b) 5 to 9,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,e) 4,c) 10 to 19,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,e) 4,d) 20 to 99,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,e) 4,e) 100 to 499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,e) 4,f) 500 to 999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,e) 4,g) 1000 to 2499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,e) 4,h) 2500 to 4999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,e) 4,i) 5000 to 9999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,e) 4,j) 10000+,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,f) 5,a) 1 to 4,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,f) 5,b) 5 to 9,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,f) 5,c) 10 to 19,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,f) 5,d) 20 to 99,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,f) 5,e) 100 to 499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,f) 5,f) 500 to 999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,f) 5,g) 1000 to 2499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,f) 5,h) 2500 to 4999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,f) 5,i) 5000 to 9999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,f) 5,j) 10000+,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,g) 6 to 10,a) 1 to 4,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,g) 6 to 10,b) 5 to 9,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,g) 6 to 10,c) 10 to 19,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,g) 6 to 10,d) 20 to 99,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,g) 6 to 10,e) 100 to 499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,g) 6 to 10,f) 500 to 999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,g) 6 to 10,g) 1000 to 2499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,g) 6 to 10,h) 2500 to 4999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,g) 6 to 10,i) 5000 to 9999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,g) 6 to 10,j) 10000+,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,h) 11 to 15,a) 1 to 4,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,h) 11 to 15,b) 5 to 9,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,h) 11 to 15,c) 10 to 19,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,h) 11 to 15,d) 20 to 99,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,h) 11 to 15,e) 100 to 499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,h) 11 to 15,f) 500 to 999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,h) 11 to 15,g) 1000 to 2499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,h) 11 to 15,h) 2500 to 4999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,h) 11 to 15,i) 5000 to 9999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,h) 11 to 15,j) 10000+,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,i) 16 to 20,a) 1 to 4,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,i) 16 to 20,b) 5 to 9,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,i) 16 to 20,c) 10 to 19,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,i) 16 to 20,d) 20 to 99,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,i) 16 to 20,e) 100 to 499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,i) 16 to 20,f) 500 to 999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,i) 16 to 20,g) 1000 to 2499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,i) 16 to 20,h) 2500 to 4999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,i) 16 to 20,i) 5000 to 9999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,i) 16 to 20,j) 10000+,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,j) 21 to 25,a) 1 to 4,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,j) 21 to 25,b) 5 to 9,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,j) 21 to 25,c) 10 to 19,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,j) 21 to 25,d) 20 to 99,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,j) 21 to 25,e) 100 to 499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,j) 21 to 25,f) 500 to 999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,j) 21 to 25,g) 1000 to 2499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,j) 21 to 25,h) 2500 to 4999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,j) 21 to 25,i) 5000 to 9999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,j) 21 to 25,j) 10000+,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,k) 26+,a) 1 to 4,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,k) 26+,b) 5 to 9,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,k) 26+,c) 10 to 19,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,k) 26+,d) 20 to 99,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,k) 26+,e) 100 to 499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,k) 26+,f) 500 to 999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,k) 26+,g) 1000 to 2499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,k) 26+,h) 2500 to 4999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,k) 26+,i) 5000 to 9999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,k) 26+,j) 10000+,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1980,l) Left Censored,a) 1 to 4,1180502,1185506,2754226,3093337,37197,2.968,172779,13.786,396879,87068,309811,2.815,12.830,1075636,471275,604361,15.235,34.773,-678757,-21.943,25.660,134935,135940,370398
1980,l) Left Censored,b) 5 to 9,510843,526139,3433330,3611435,4842,0.907,20432,3.827,426595,39032,387563,1.081,11.812,782453,232272,550181,6.432,21.666,-355858,-9.854,23.625,13033,13942,173403
1980,l) Left Censored,c) 10 to 19,327925,360554,4452295,4601483,4218,1.158,11689,3.209,524818,43795,481023,0.952,11.405,822829,211760,611069,4.602,17.882,-298011,-6.476,22.811,5532,6407,148891
1980,l) Left Censored,d) 20 to 99,283996,399166,11233135,11439785,10594,2.641,14402,3.591,1342771,149283,1193488,1.305,11.738,1755850,408169,1347681,3.568,15.349,-413079,-3.611,23.475,3229,4642,237284
1980,l) Left Censored,e) 100 to 499,46744,173598,8993241,9009412,12661,7.354,9811,5.698,1207080,270358,936722,3.001,13.398,1240981,333196,907785,3.698,13.774,-33901,-0.376,26.796,288,972,101019
1980,l) Left Censored,f) 500 to 999,5504,55094,3383336,3355218,5494,10.111,3976,7.318,452543,157021,295522,4.680,13.488,396079,112456,283623,3.352,11.805,56464,1.683,23.610,21,89,23173
1980,l) Left Censored,g) 1000 to 2499,3432,68820,4488583,4421118,8763,13.144,4459,6.688,598231,231626,366605,5.239,13.531,458914,149028,309886,3.371,10.380,139317,3.151,20.760,3,3,4126
1980,l) Left Censored,h) 2500 to 4999,1367,55635,3428498,3366414,7152,13.318,3284,6.115,499436,224033,275403,6.655,14.836,370896,114205,256691,3.392,11.018,128540,3.818,22.035,0,0,0
1980,l) Left Censored,i) 5000 to 9999,829,60060,3900090,3835413,6925,11.920,2995,5.155,535175,238697,296478,6.224,13.954,409481,120166,289315,3.133,10.676,125694,3.277,21.353,0,0,0
1980,l) Left Censored,j) 10000+,712,243063,18944615,18866075,21195,8.846,14261,5.952,2335385,777200,1558185,4.120,12.379,2169662,484932,1684730,2.570,11.500,165723,0.878,23.001,0,0,0
1981,a) 0,a) 1 to 4,363208,363765,975089,487552,363765,199.998,0,0,975091,975089,0,199.997,199.998,0,0,0,0,0,975078,199.995,0,0,0,0
1981,a) 0,b) 5 to 9,29246,29705,385978,192989,29705,200.000,0,0,385978,385978,0,200.000,200.000,0,0,0,0,0,385978,200.000,0,0,0,0
1981,a) 0,c) 10 to 19,11601,12026,310694,155347,12026,200.000,0,0,310694,310694,0,200.000,200.000,0,0,0,0,0,310694,200.000,0,0,0,0
1981,a) 0,d) 20 to 99,6121,7203,433208,216604,7203,200.000,0,0,433208,433208,0,200.000,200.000,0,0,0,0,0,433208,200.000,0,0,0,0
1981,a) 0,e) 100 to 499,444,1221,157895,78948,1221,200.000,0,0,157895,157895,0,200.000,200.000,0,0,0,0,0,157895,200.000,0,0,0,0
1981,a) 0,f) 500 to 999,22,279,31825,15913,279,200.000,0,0,31825,31825,0,200.000,200.000,0,0,0,0,0,31825,200.000,0,0,0,0
1981,a) 0,g) 1000 to 2499,8,78,12984,6492,78,200.000,0,0,12984,12984,0,200.000,200.000,0,0,0,0,0,12984,200.000,0,0,0,0
1981,a) 0,h) 2500 to 4999,0,0,0,0,0,,0,0,0,0,0,.,.,0,0,0,0,0,0,.,0,0,0,0
